ID,URI,DESC_CLASIFICACION,COD_BARRIO,BARRIO,COD_DISTRITO,DISTRITO,ESTADO,COORD_GIS_X,COORD_GIS_Y,SISTEMA_COORD,LATITUD,LONGITUD,TIPO_VIA,NOM_VIA,NUM_VIA,COD_POSTAL,DIRECCION_AUX,NDP,FECHA_INSTALACION,CODIGO_INTERNO,CONTRATO_COD,MODELO
65239,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/65239,APARCABICICLETAS,215,CORRALEJOS,21,BARAJAS,OPERATIVO,449732.02,4479526.49,ETRS89,40.46489143,-3.59293482,CALLE,BAHIA DE POLLENSA,5,28042,PORTAL,31011498,2021-09-14T00:00:00Z,1034222,MU21,MU-51
71328,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/71328,APARCABICICLETAS,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447951.56,4477290.42,ETRS89,40.444638,-3.61375175,CALLE,BOLTAÑA,11,28022,FRENTE FACHADA,20151791,2021-09-16T00:00:00Z,1080237,MU21,MU-51
72245,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72245,APARCABICICLETAS,202,HELLIN,20,SAN BLAS - CANILLEJAS,OPERATIVO,448147.97,4475538.85,ETRS89,40.42887106,-3.6112929,CALLE,ARCOS DE JALON,59,28037,PORTAL,31032030,2021-09-21T00:00:00Z,1088953,MU21,MU-51
72888,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72888,APARCABICICLETAS,203,AMPOSTA,20,SAN BLAS - CANILLEJAS,OPERATIVO,447588.54,4475528.41,ETRS89,40.42874195,-3.61788689,CALLE,ALBERIQUE,12,28037,JARDIN,31044559,2021-09-14T00:00:00Z,1092880,MU21,MU-51
72940,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72940,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,449926.67,4478040.32,ETRS89,40.45151487,-3.59052171,CALLE,BALANDRO,1,28042,JARDIN,31044565,2021-09-14T00:00:00Z,1086955,MU21,MU-51
72244,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72244,APARCABICICLETAS,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448566.39,4475388.99,ETRS89,40.42754701,-3.60634821,AVENIDA,NIZA,8,28022,PORTAL,31031992,2019-01-29T00:00:00Z,1088951,MU21,MU-51
73112,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73112,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444256.68,4479394.03,ETRS89,40.46334885,-3.65750359,CARRETERA,CANILLAS,2,28043,PORTAL,20039662,2021-05-06T00:00:00Z,1087030,MU21,MU-51
73159,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73159,APARCABICICLETAS,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,444675.61,4482480.5,ETRS89,40.49118123,-3.6528318,AVENIDA,ALCALDE CONDE DE MAYALDE,13,28050,GARAJE,31013358,2021-09-15T00:00:00Z,1025720,MU21,MU-51
73114,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73114,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,446289.58,4479641.46,ETRS89,40.46571173,-3.63354749,CALLE,ROSA DE CASTRO,17,28043,PORTAL,20157452,2021-09-21T00:00:00Z,1087175,MU21,MU-51
73169,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73169,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450772.41,4479224.18,ETRS89,40.46223034,-3.58064007,CALLE,RIAÑO,9,28042,PORTAL,11139933,2021-09-14T00:00:00Z,1034215,MU21,MU-51
73192,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73192,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,446285.58,4479640.46,ETRS89,40.46570246,-3.63359459,CALLE,PEDRO ALONSO,7,28043,FRENTE FACHADA,31047035,2020-03-03T00:00:00Z,979912,MU21,MU-51
73197,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73197,APARCABICICLETAS,151,VENTAS,15,CIUDAD LINEAL,OPERATIVO,444782.5,4475273.96,ETRS89,40.4262682,-3.65094366,AVENIDA,MARQUES DE CORBERA,54,28017,PORTAL,11103853,2021-09-16T00:00:00Z,1103684,MU21,MU-51
73191,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73191,APARCABICICLETAS,161,PALOMAS,16,HORTALEZA,OPERATIVO,447623.57,4478681.43,ETRS89,40.45714842,-3.61773391,AVENIDA,ANDES,52,28042,JARDIN,31014972,2021-09-08T00:00:00Z,981058,MU21,MU-51
73199,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73199,APARCABICICLETAS,151,VENTAS,15,CIUDAD LINEAL,OPERATIVO,444781.2,4475275.06,ETRS89,40.42627803,-3.65095908,AVENIDA,MARQUES DE CORBERA,54,28017,PORTAL,11103853,2019-01-29T00:00:00Z,1103575,MU21,MU-51
73203,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73203,APARCABICICLETAS,213,CASCO HISTORICO DE BARAJAS,21,BARAJAS,OPERATIVO,451016.82,4480588.32,ETRS89,40.47453379,-3.57786272,CALLE,ORION,3,28042,PORTAL,11140690,2019-01-29T00:00:00Z,1017179,MU21,MU-51
76172,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76172,APARCABICICLETAS,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,445869.56,4477178.45,ETRS89,40.44349636,-3.6382916,CALLE,MARIA LOMBILLO,2,28027,PORTAL,20151243,2021-09-23T00:00:00Z,1089044,MU21,MU-51
76175,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76175,APARCABICICLETAS,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,445871.56,4477181.45,ETRS89,40.44352352,-3.63826827,CALLE,MARIA LOMBILLO,2,28027,PORTAL,20151245,2021-09-22T00:00:00Z,1089047,MU21,MU-51
76180,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76180,APARCABICICLETAS,159,COSTILLARES,15,CIUDAD LINEAL,OPERATIVO,443615.01,4481285.03,ETRS89,40.48034054,-3.66523983,CALLE,JAZMIN,15,28033,FRENTE FACHADA,11112772,2021-09-17T00:00:00Z,1089082,MU21,MU-51
76179,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76179,APARCABICICLETAS,159,COSTILLARES,15,CIUDAD LINEAL,OPERATIVO,443614.19,4481284.45,ETRS89,40.48033526,-3.66524945,CALLE,JAZMIN,15,28033,FRENTE FACHADA,11112772,2021-09-14T00:00:00Z,1089081,MU21,MU-51
76183,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76183,APARCABICICLETAS,156,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,OPERATIVO,444777.57,4477888.47,ETRS89,40.44982078,-3.651229,CALLE,ARTURO SORIA,126,28043,PORTAL,20179812,2021-09-20T00:00:00Z,1089122,MU21,MU-51
76191,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76191,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,446720.99,4474994.62,ETRS89,40.42387815,-3.62806927,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,160,28037,PORTAL,31022699,2021-05-06T00:00:00Z,1089136,MU21,MU-51
78771,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78771,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,446458.32,4479902.19,ETRS89,40.46807141,-3.63157922,CALLE,LAS PEDROÑERAS,39,28043,PORTAL,11117013,2021-09-23T00:00:00Z,1087149,MU21,MU-51
78772,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78772,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,446454.98,4479904.14,ETRS89,40.46808877,-3.63161878,CALLE,LAS PEDROÑERAS,39,28043,PORTAL,11117013,2019-05-24T00:00:00Z,1087150,MU21,MU-51
79119,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/79119,APARCABICICLETAS,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449066.64,4474838.88,ETRS89,40.42262204,-3.60040702,PASEO,GINEBRA,55,28022,PORTAL,20150424,2022-06-22T00:00:00Z,1110883,MU21,ACB
72242,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72242,APARCABICICLETAS,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448566.72,4475387.18,ETRS89,40.42753072,-3.60634417,AVENIDA,NIZA,8,28022,PORTAL,31031992,2021-09-21T00:00:00Z,1088949,MU21,MU-51
72192,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72192,APARCABICICLETAS,161,PALOMAS,16,HORTALEZA,OPERATIVO,447590.14,4478653,ETRS89,40.45689019,-3.61812582,AVENIDA,ANDES,50,28042,PORTAL,20107470,2021-09-16T00:00:00Z,1075788,MU21,MU-51
72241,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/72241,APARCABICICLETAS,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448566.88,4475386.33,ETRS89,40.42752307,-3.60634221,AVENIDA,NIZA,8,28022,PORTAL,31031992,2021-05-06T00:00:00Z,1088948,MU21,MU-51
73045,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73045,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444818.59,4479451.48,ETRS89,40.46390389,-3.65088116,CALLE,AGUSTIN CALVO,8,28043,PORTAL,20160500,2020-09-23T00:00:00Z,1087161,MU21,MU-51
73163,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73163,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,445562.7,4480032.63,ETRS89,40.46918828,-3.64215454,CALLE,AREQUIPA,1,28043,GARAJE,31049247,2021-09-16T00:00:00Z,1025726,MU21,MU-51
73171,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73171,APARCABICICLETAS,215,CORRALEJOS,21,BARAJAS,OPERATIVO,449512.72,4479790.83,ETRS89,40.46725947,-3.59554247,CALLE,BAHIA DE MALAGA,5,28042,PORTAL,20149956,2021-09-16T00:00:00Z,459907,MU21,MU-38
73177,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73177,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444524.17,4479116.99,ETRS89,40.46087104,-3.65432447,CALLE,CARRIL DEL CONDE,57,28043,PORTAL,11115457,2021-09-14T00:00:00Z,979909,MU21,MU-51
73179,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73179,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,445550.89,4479735.74,ETRS89,40.46651297,-3.64226837,CALLE,JAVIER DEL QUINTO,12,28043,PORTAL,31008306,2021-09-17T00:00:00Z,979913,MU21,MU-51
73183,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73183,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444816.21,4479451.76,ETRS89,40.46390626,-3.65090925,CALLE,AGUSTIN CALVO,8,28043,PORTAL,20160500,2021-09-16T00:00:00Z,979920,MU21,MU-51
73190,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73190,APARCABICICLETAS,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448093.85,4477466.96,ETRS89,40.44623727,-3.61208839,CALLE,BOLTAÑA,68,28022,PORTAL,11138222,2019-01-28T00:00:00Z,1080232,MU21,MU-51
73196,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73196,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444657.64,4479427.94,ETRS89,40.46368113,-3.65277744,CALLE,RICARDO SAN JUAN,2,28043,PARCELA,31034365,2021-09-10T00:00:00Z,981059,MU21,MU-51
73201,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/73201,APARCABICICLETAS,151,VENTAS,15,CIUDAD LINEAL,OPERATIVO,444780.3,4475276.02,ETRS89,40.42628662,-3.65096978,AVENIDA,MARQUES DE CORBERA,54,28017,PORTAL,11103853,2021-05-06T00:00:00Z,1103686,MU21,MU-51
88068,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88068,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,446379.08,4475617.23,ETRS89,40.42946502,-3.63215208,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,70,28037,PORTAL,11107252,2021-09-24T00:00:00Z,1113008,MU21,MU-51
88155,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88155,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,445849.86,4475682.34,ETRS89,40.43001728,-3.63839639,CALLE,FRANCISCO RIOJA,14,28017,PORTAL,20177032,2021-09-30T00:00:00Z,1088960,MU21,MU-51
94293,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94293,APARCABICICLETAS,165,APOSTOL SANTIAGO,16,HORTALEZA,OPERATIVO,444663.76,4481074.54,ETRS89,40.4785149,-3.65284889,CARRETERA,ESTACION DE HORTALEZA,11,28033,PORTAL,11122152,2021-09-23T00:00:00Z,1086958,MU21,MU-51
94479,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94479,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450207.36,4479337.05,ETRS89,40.46321347,-3.58731337,AVENIDA,LOGROÑO,231,28042,PORTAL,11142124,2021-05-06T00:00:00Z,1084887,MU21,MU-51
65534,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/65534,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444817.59,4479451.48,ETRS89,40.46390383,-3.65089295,CALLE,AGUSTIN CALVO,8,28043,PORTAL,20160500,2019-06-14T00:00:00Z,1087160,MU21,MU-51
66790,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/66790,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,446794.6,4479488.13,ETRS89,40.46436295,-3.62757795,CALLE,EL PROVENCIO,20,28043,PORTAL,20094724,2021-02-11T00:00:00Z,1087141,MU21,MU-51
63467,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/63467,APARCABICICLETAS,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449623.96,4477273.69,ETRS89,40.4445903,-3.59403062,CALLE,ONCE,7,28022,JARDIN,31024847,2019-06-14T00:00:00Z,1103919,MU21,MU-51
94507,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94507,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447291.76,4474449.22,ETRS89,40.4190012,-3.62129603,AVENIDA,GUADALAJARA,4,28032,PORTAL,31030690,2021-02-11T00:00:00Z,1085588,MU21,MU-51
94502,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94502,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450205.86,4479336.69,ETRS89,40.46321014,-3.58733104,AVENIDA,LOGROÑO,231,28042,PORTAL,11142124,2021-09-15T00:00:00Z,1084885,MU21,MU-51
61947,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/61947,APARCABICICLETAS,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448094.48,4477466.96,ETRS89,40.44623731,-3.61208097,CALLE,BOLTAÑA,68,28022,PORTAL,11138222,2019-06-14T00:00:00Z,1080231,MU21,MU-51
94501,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94501,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450206.66,4479336.91,ETRS89,40.46321217,-3.58732162,AVENIDA,LOGROÑO,231,28042,PORTAL,11142124,2021-09-16T00:00:00Z,1084884,MU21,MU-51
94487,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94487,APARCABICICLETAS,214,TIMON,21,BARAJAS,OPERATIVO,450622.35,4480729.37,ETRS89,40.47578109,-3.5825271,AVENIDA,LOGROÑO,361,28042,FRENTE FACHADA,20044138,2019-01-29T00:00:00Z,1084851,MU21,MU-51
76173,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76173,APARCABICICLETAS,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,445869.56,4477179.45,ETRS89,40.44350537,-3.63829168,CALLE,MARIA LOMBILLO,2,28027,PORTAL,20151243,2021-09-10T00:00:00Z,1089045,MU21,MU-51
76182,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76182,APARCABICICLETAS,207,CANILLEJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448451.55,4476563.41,ETRS89,40.4381198,-3.60779723,CALLE,MUSAS,5,28022,PARCELA,31016740,2019-02-28T00:00:00Z,1089119,MU21,MU-51
76190,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/76190,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,446720.21,4474996.04,ETRS89,40.42389089,-3.62807858,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,160,28037,PORTAL,31022699,2021-05-06T00:00:00Z,1089135,MU21,MU-51
77008,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/77008,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444819.59,4479451.48,ETRS89,40.46390396,-3.65086936,CALLE,AGUSTIN CALVO,8,28043,PORTAL,20160500,2021-09-29T00:00:00Z,1087162,MU21,MU-51
78458,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78458,APARCABICICLETAS,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,446282.45,4480009.9,ETRS89,40.46903037,-3.63366278,CALLE,AYACUCHO,30,28043,PORTAL,20139448,2021-05-06T00:00:00Z,1087248,MU21,MU-51
78459,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78459,APARCABICICLETAS,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,446282.4,4480011.88,ETRS89,40.4690482,-3.63366354,CALLE,AYACUCHO,30,28043,PORTAL,20139448,2019-01-28T00:00:00Z,1087249,MU21,MU-51
78765,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78765,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450351.68,4478863.95,ETRS89,40.45896013,-3.58557417,CALLE,BERGANTIN,11,28042,PORTAL,11139992,2021-02-11T00:00:00Z,1087084,MU21,MU-51
78766,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78766,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450352.92,4478862.7,ETRS89,40.45894894,-3.58555944,CALLE,BERGANTIN,11,28042,PORTAL,11139992,2021-09-23T00:00:00Z,1087086,MU21,MU-51
78461,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/78461,APARCABICICLETAS,164,PINAR DEL REY,16,HORTALEZA,OPERATIVO,446282.44,4480008.99,ETRS89,40.46902217,-3.63366283,CALLE,AYACUCHO,30,28043,PORTAL,20139448,2019-05-24T00:00:00Z,1087251,MU21,MU-51
88069,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88069,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,446379.41,4475616.37,ETRS89,40.42945729,-3.63214812,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,70,28037,PORTAL,11107252,2021-09-23T00:00:00Z,1113009,MU21,MU-51
88072,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88072,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,446381.33,4475613.7,ETRS89,40.42943336,-3.63212526,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,70,28037,PORTAL,11107252,2019-05-21T00:00:00Z,1113012,MU21,MU-51
88154,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88154,APARCABICICLETAS,152,PUEBLO NUEVO,15,CIUDAD LINEAL,OPERATIVO,445848.9,4475683.71,ETRS89,40.43002956,-3.63840782,CALLE,FRANCISCO RIOJA,14,28017,PORTAL,20177032,2021-09-29T00:00:00Z,1088959,MU21,MU-51
88594,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88594,APARCABICICLETAS,156,SAN JUAN BAUTISTA,15,CIUDAD LINEAL,OPERATIVO,444177.58,4477722.48,ETRS89,40.44828539,-3.65828955,CALLE,TREVIANA,1,28043,PORTAL,31037424,2021-02-11T00:00:00Z,1095093,MU21,MU-51
88666,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/88666,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,449927.29,4478039.64,ETRS89,40.45150878,-3.59051434,CALLE,BALANDRO,1,28042,JARDIN,31044565,2021-09-14T00:00:00Z,1086957,MU21,MU-51
92976,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/92976,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,445719.7,4479702.45,ETRS89,40.46622412,-3.6402744,CALLE,TORQUEMADA,5,28043,PORTAL,31008854,2021-09-24T00:00:00Z,1087155,MU21,MU-51
92978,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/92978,APARCABICICLETAS,163,CANILLAS,16,HORTALEZA,OPERATIVO,444842.19,4479595.23,ETRS89,40.46520043,-3.6506153,CALLE,MANZANAR,12,28043,FRENTE FACHADA,31037956,2021-09-16T00:00:00Z,1087159,MU21,MU-51
63463,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/63463,APARCABICICLETAS,203,AMPOSTA,20,SAN BLAS - CANILLEJAS,OPERATIVO,446758.82,4475043.15,ETRS89,40.42431775,-3.6276274,AVENIDA,INSTITUCION LIBRE DE ENSEÑANZA,160,28037,PORTAL,31022699,2022-08-25T00:00:00Z,1103894,MU21,MU-51
67743,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/67743,APARCABICICLETAS,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,443663.76,4482113.92,ETRS89,40.48781086,-3.66473836,AVENIDA,MANOTERAS,46,28050,PORTAL,20138130,2021-09-21T00:00:00Z,1051162,MU21,MU-51
63447,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/63447,APARCABICICLETAS,208,EL SALVADOR,20,SAN BLAS - CANILLEJAS,OPERATIVO,446733.07,4477653.08,ETRS89,40.44782787,-3.62814971,CALLE,JUAN IGNACIO LUCA DE TENA,23,28027,GARAJE,20071600,2019-06-14T00:00:00Z,1103934,MU21,MU-51
60410,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/60410,APARCABICICLETAS,166,VALDEFUENTES,16,HORTALEZA,OPERATIVO,446476.94,4481219.38,ETRS89,40.47993854,-3.63147074,CALLE,AURORA REDONDO,4,28055,PARCELA,20167083,2021-09-15T00:00:00Z,1103701,MU21,MU-51
94491,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94491,APARCABICICLETAS,214,TIMON,21,BARAJAS,OPERATIVO,450411.49,4480423.74,ETRS89,40.47301523,-3.58499068,CALLE,TIMON,20,28042,PORTAL,11141287,2021-09-23T00:00:00Z,1084855,MU21,MU-51
94498,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94498,APARCABICICLETAS,215,CORRALEJOS,21,BARAJAS,OPERATIVO,447792.97,4479453.55,ETRS89,40.46411477,-3.61579961,AVENIDA,PARTENON,5,28042,PORTAL,20058452,2021-09-23T00:00:00Z,1084877,MU21,MU-51
94497,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94497,APARCABICICLETAS,215,CORRALEJOS,21,BARAJAS,OPERATIVO,447792.57,4479452.59,ETRS89,40.46410609,-3.61580425,AVENIDA,PARTENON,5,28042,PORTAL,20058452,2023-09-20T00:00:00Z,1084876,MU21,MU-51
94505,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94505,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447287.59,4474447.38,ETRS89,40.41898436,-3.62134503,AVENIDA,GUADALAJARA,4,28032,PORTAL,31030690,2021-09-17T00:00:00Z,1085586,MU21,MU-51
94506,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94506,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447290.62,4474448.89,ETRS89,40.41899816,-3.62130944,AVENIDA,GUADALAJARA,4,28032,PORTAL,31030690,2023-09-20T00:00:00Z,1085587,MU21,MU-51
94482,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94482,APARCABICICLETAS,211,ALAMEDA DE OSUNA,21,BARAJAS,OPERATIVO,450772.66,4479226.38,ETRS89,40.46225017,-3.5806373,CALLE,RIAÑO,9,28042,PORTAL,11139933,2021-09-29T00:00:00Z,1084903,MU21,MU-51
94510,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94510,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447349.62,4474329.91,ETRS89,40.41793005,-3.62060417,CALLE,AQUITANIA,7,28032,PORTAL,20140618,2021-09-01T00:00:00Z,1085591,MU21,MU-51
94513,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94513,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447352.47,4474330.79,ETRS89,40.41793815,-3.62057065,CALLE,AQUITANIA,7,28032,PORTAL,20140618,2021-09-08T00:00:00Z,1085594,MU21,MU-51
94520,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94520,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447317.26,4474674.85,ETRS89,40.42103543,-3.62101415,CALLE,ARCOS DE JALON,22,28037,PORTAL,31024172,2020-09-23T00:00:00Z,1085616,MU21,MU-51
94516,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94516,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447176.37,4474610.03,ETRS89,40.42044256,-3.62266946,CALLE,ARCOS DE JALON,11,28037,PORTAL,31032027,2021-09-07T00:00:00Z,1085612,MU21,MU-51
94528,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94528,APARCABICICLETAS,204,ARCOS,20,SAN BLAS - CANILLEJAS,OPERATIVO,447515.37,4475164.79,ETRS89,40.42546163,-3.61871944,CALLE,CONSERVEROS,4,28037,PORTAL,31028746,2021-09-03T00:00:00Z,1085629,MU21,MU-51
63466,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/63466,APARCABICICLETAS,206,REJAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,449623.73,4477272.67,ETRS89,40.4445811,-3.59403325,CALLE,ONCE,7,28022,JARDIN,31024847,2022-08-23T00:00:00Z,1103916,MU21,MU-51
94541,https://smartcity.linkeddata.es/Group10/resource/Aparcamiento/94541,APARCABICICLETAS,205,ROSAS,20,SAN BLAS - CANILLEJAS,OPERATIVO,448554.23,4475323.58,ETRS89,40.426957,-3.60648626,CALLE,AUSTRIA,16,28022,JARDIN,31046983,2021-09-30T00:00:00Z,1085649,MU21,MU-51
